Timestep,Average Reward,C Loss,M Loss
10,-0.42346747064422496,0.406325,0
20,-0.40446029950263285,0.187377,0
30,-0.28103642800372874,0.453206,0
40,-0.5511483227794195,0.353519,0
50,-0.44684640006064136,0.339939,0
60,-0.077231555680939951,0.105319,0
70,-0.2324424289083217,0.0617742,0
80,-0.46211863896559402,0.399832,0
90,-0.10729727549498999,0.597864,0
100,-0.059437318604982081,0.36824,0
110,-0.4296499084698544,0.196191,0
120,-0.071306195056375643,0.0119109,0
130,-0.29988251858927473,0.0933305,0
140,-0.40730197922014721,0.357002,0
150,-0.12343358201192949,0.0534853,0
160,-0.12633516917131427,0.0640929,0
170,-0.35292646871814909,0.143135,0
180,-0.079052140970649262,0.203616,0
190,-0.077813768184436818,0.0834631,0
200,-0.42943512044741433,0.179571,0
210,-0.62185497973811343,0.432083,0
220,-0.03528748356045041,0.0359407,0
230,-0.07359333810021769,0.00764871,0
240,-0.34636264911094566,0.180897,0
250,-0.44718232567898031,0.201479,0
260,-0.19272742008225471,0.112516,0
270,-0.47208308490596007,0.203774,0
280,-0.18779755858697111,0.258349,0
290,-0.16534564669253524,0.39389,0
300,-0.082787091269459781,0.0341555,0
310,-0.14562955442201059,0.133864,0
320,-0.20359256477568244,0.0970146,0
330,-0.12264277009615047,0.0460163,0
340,-0.69694689991689862,0.543734,0
350,-0.088071486324729942,0.0382731,0
360,-0.19721415480209001,0.0361906,0
370,-0.27700314391178166,0.101703,0
380,-0.031508993821036987,0.00605592,0
390,-0.27369971855671194,0.0771925,0
400,-0.08725103480690706,0.0198613,0
410,-0.35517883429136055,0.142378,0
420,-0.0728344073110372,0.0358513,0
430,-0.54073881746291041,0.302079,0
440,-0.4057841583552414,0.186691,0
450,-0.60391399723532069,0.324548,0
460,-0.12356934334382363,0.0508396,0
470,-0.41417642354863143,0.263716,0
480,-0.63783650582094809,0.406663,0
490,-0.02827861346570857,0.00125837,0
500,-0.1020755391179848,0.0176944,0
510,-0.12784135645282951,0.0144726,0
520,-0.15933631999909348,0.0380479,0
530,-0.79943892094680691,0.620508,0
540,-0.52823669300440912,0.236875,0
550,-0.37629667441303793,0.168449,0
560,-0.125545692768748,0.0270747,0
570,-0.25901648837514857,0.0663199,0
580,-0.45992942294513817,0.201571,0
590,-0.27260981159135378,0.137978,0
600,-0.45462141705707798,0.239768,0
610,-0.32459421896825702,0.200355,0
620,-0.1971232051802688,0.0482493,0
630,-0.13403079248612543,0.0156373,0
640,-0.52083078591633325,0.247296,0
650,-0.8646338551224847,0.702095,0
660,-0.43456500984156776,0.209211,0
670,-0.57249438765459271,0.32468,0
680,-0.17083464118956548,0.0394264,0
690,-0.22815620551285046,0.0738067,0
700,-0.42851018190629286,0.158274,0
710,-0.53998786750466632,0.32583,0
720,-0.34882610208812354,0.113483,0
730,-0.24437829395448057,0.0711458,0
740,-0.097792666994536245,0.00995871,0
750,-0.058790254091917273,0.0260302,0
760,-0.49876951889119231,0.208137,0
770,-0.58534191234818223,0.379046,0
780,-0.48622457881845121,0.223859,0
790,-0.33316320154462725,0.11996,0
800,-0.0206073898270327,0.0236871,0
810,-0.20328652875547704,0.0370136,0
820,-0.22590405899355503,0.0450496,0
830,-0.32135628475578321,0.0954869,0
840,-0.3034284212595334,0.100976,0
850,-0.13328029785085388,0.0114198,0
860,-0.23345261711593879,0.0713773,0
870,-0.38911235305233455,0.15143,0
880,-0.077501011746799894,0.00634594,0
890,-0.10632646952999894,0.00736829,0
900,-0.71212471063366112,0.466614,0
910,-0.29015497474429031,0.0904526,0
920,-0.44086115347244997,0.188214,0
930,-0.33073922349739393,0.105871,0
940,-0.078613991968229796,0.00668362,0
950,-0.31382477052783386,0.0859004,0
960,-0.4307969895736633,0.187045,0
970,-0.060270207137567658,0.0082995,0
980,-0.38376303303599918,0.139658,0
990,-0.34597432674246881,0.119302,0
1000,-0.65773258020325964,0.434851,0
1010,-0.26394064368431736,0.0657317,0
1020,-0.14309154546941719,0.019427,0
1030,-0.052852443014517844,0.00356956,0
1040,-0.054396053206936391,0.000696093,0
1050,-0.13808618872423309,0.0219737,0
1060,-0.14049327999310707,0.0373543,0
1070,-0.48082488508351046,0.221504,0
1080,-0.63716966203864811,0.396447,0
1090,-0.41986567904422384,0.162951,0
1100,-0.29147447933416099,0.0857914,0
1110,-0.14255090528130607,0.0181776,0
1120,-0.16952472099022969,0.0277632,0
1130,-0.3222419731405089,0.09606,0
1140,-0.23000528340974244,0.0541214,0
1150,-0.39764309935475239,0.09973,0
1160,-0.74751677614790601,0.648179,0
1170,-0.33012248137240002,0.105769,0
1180,-0.16143537197994559,0.0236686,0
1190,-0.10740729616822904,0.00857499,0
1200,-0.23062253860655396,0.075415,0
1210,-0.26229839773872554,0.064623,0
1220,-0.3667967582765424,0.114583,0
1230,-0.19593113056023487,0.0397276,0
1240,-0.18726515179812819,0.0316526,0
1250,-0.15048660163580085,0.0189691,0
1260,-0.2317175743275465,0.0480253,0
1270,-0.31149190574631958,0.069941,0
1280,-0.75084207906216682,0.580768,0
1290,-0.3113550281296365,0.0801623,0
1300,-0.23491639663251379,0.0613139,0
1310,-0.23431859635597294,0.0486417,0
1320,-0.19513957204675181,0.0367349,0
1330,-0.14404095444590076,0.0275531,0
1340,-0.34623306479117311,0.100016,0
1350,-0.44894003563382084,0.206938,0
1360,-0.20383948262985901,0.0399512,0
1370,-0.28554416456396636,0.0727824,0
1380,-0.21210910797169297,0.0589583,0
1390,-0.47883316343762977,0.221972,0
1400,-0.53653409283400189,0.295875,0
1410,-0.040128774081809648,0.00191128,0
1420,-0.078903318151206311,0.00757535,0
1430,-0.2439491205483931,0.0892911,0
1440,-0.80454250942323713,0.660215,0
1450,-0.26084397661626563,0.0677767,0
1460,-0.57335217347270639,0.327768,0
1470,-0.15808864070493522,0.0245345,0
1480,-0.38287795366916993,0.141187,0
1490,-0.63713479463795342,0.38324,0
1500,-0.4754463688197233,0.205702,0
1510,-0.71659452464340867,0.526203,0
1520,-0.039031557290742092,0.0124701,0
1530,-0.31224016173489832,0.0936943,0
1540,-0.18381672690324921,0.0471476,0
1550,-0.25564094959447897,0.0646982,0
1560,-0.066576574796588225,0.0150734,0
1570,-0.30209015362768155,0.0850692,0
1580,-0.13515616552175319,0.014275,0
1590,-0.1219764351090169,0.035607,0
1600,-0.75613515459574776,0.560027,0
1610,-0.57569565876617601,0.313238,0
1620,-0.27390927591544245,0.0707683,0
1630,-0.096438101979126167,0.0108855,0
1640,-0.092380910624986129,0.0195048,0
1650,-0.49492559179558981,0.236317,0
1660,-0.12559763778501382,0.0140697,0
1670,-0.15198003657449477,0.0361859,0
1680,-0.49636286813827651,0.229591,0
1690,-0.43513662011559651,0.177471,0
1700,-0.32076366911636245,0.0910631,0
1710,-0.1456845735495827,0.0119776,0
1720,-0.24904668784395417,0.0584968,0
1730,-0.32320572804899184,0.091093,0
1740,-0.40913079521997708,0.15843,0
1750,-0.1418726630540291,0.0168253,0
1760,-0.41222827722212224,0.177568,0
1770,-0.039337363005853991,0.000839251,0
1780,-0.10574947193784165,0.0066782,0
1790,-0.10537619572914636,0.0106108,0
1800,-0.27124296572318907,0.0629371,0
1810,-0.11208319788645485,0.00838873,0
1820,-0.19493022139214836,0.0464899,0
1830,-0.5272663280282488,0.27478,0
1840,-0.1095945252456032,0.00803098,0
1850,-0.10109498403316408,0.00562614,0
1860,-0.69596326645364714,0.563784,0
1870,-0.17667188522388494,0.0227499,0
1880,-0.1390808076332207,0.0157283,0
1890,-0.067903953273128134,0.00335876,0
1900,-0.20528977096760492,0.0358765,0
1910,-0.38519440748397049,0.141628,0
1920,-0.050448216192143548,0.00662734,0
1930,-0.33158142815328312,0.101656,0
1940,-0.24925343700251862,0.071144,0
1950,-0.75734304995030632,0.545506,0
1960,-0.38470318885339522,0.140602,0
1970,-0.17909925564382526,0.0277549,0
1980,-0.083263529158142724,0.00324347,0
1990,-0.13737709294942602,0.0183565,0
2000,-0.46319599048800952,0.15494,0
2010,-0.66156232279157023,0.53876,0
2020,-0.54162565012931929,0.273422,0
2030,-0.30127552114298278,0.0805761,0
2040,-0.38324438588004095,0.12375,0
2050,-0.26556735713158575,0.0605271,0
2060,-0.12501348472560478,0.00945558,0
2070,-0.14286789296566046,0.0279803,0
2080,-0.58352370226990202,0.323424,0
2090,-0.34627365514002417,0.104996,0
2100,-0.21314082603120338,0.034077,0
2110,-0.22400765002519493,0.0431978,0
2120,-0.43730976552635098,0.175,0
2130,-0.26303010314023256,0.058891,0
2140,-0.39365891528215741,0.144046,0
2150,-0.24314531339944961,0.0591081,0
2160,-0.04651839045201818,0.000682617,0
2170,-0.12933437002089829,0.0429197,0
2180,-0.57284483849244294,0.322729,0
2190,-0.14210625301911617,0.0208027,0
2200,-0.45339944369075519,0.188889,0
2210,-0.1934110596965822,0.0250686,0
2220,-0.30805566048225319,0.0861376,0
2230,-0.56202318882423108,0.289745,0
2240,-0.33491343787580263,0.101186,0
2250,-0.30779068418638528,0.0473988,0
2260,-0.67006292409639312,0.500749,0
2270,-0.14065352163626882,0.0327021,0
2280,-0.67560234445360889,0.432745,0
2290,-0.2698640266490252,0.0369904,0
2300,-0.61393313665862581,0.457519,0
2310,-0.12031595769525935,0.0161621,0
2320,-0.2917439603578047,0.0700657,0
2330,-0.32385989090675271,0.0898648,0
2340,-0.20669102798101174,0.0340745,0
2350,-0.32892828909706462,0.0930969,0
2360,-0.11012475698133742,0.0304437,0
2370,-0.56815402905661361,0.293748,0
2380,-0.33834176212009409,0.0973138,0
2390,-0.5306339754435514,0.24878,0
2400,-0.36349692552761176,0.119945,0
2410,-0.16976702447024855,0.0210174,0
2420,-0.28733575238353526,0.0862307,0
2430,-0.59796256643451617,0.335484,0
2440,-0.32932695067072404,0.0935509,0
2450,-0.49609546057299558,0.212272,0
2460,-0.37623216894876299,0.124336,0
2470,-0.51589952623044533,0.239811,0
2480,-0.36089974312523804,0.115383,0
2490,-0.55506343138313774,0.274335,0
2500,-0.4206784426921229,0.152714,0
2510,-0.20602393425944285,0.0564678,0
2520,-0.64850162755606977,0.3834,0
2530,-0.42390705483986268,0.153147,0
2540,-0.64672685750203762,0.380861,0
2550,-0.30221812113853519,0.0778588,0
2560,-0.18925984692578185,0.0272815,0
2570,-0.030941833637220206,0.000250465,0
2580,-0.11514284198858474,0.0291373,0
2590,-0.56325576669967015,0.297455,0
2600,-0.30642659303288405,0.0963331,0
