Timestep,Average Reward,C Loss,M Loss
100,-5.5017188124333352,28.2093,0
200,-8.1839209557697856,65.4576,0
300,-6.0627759635276313,33.2387,0
400,-9.4138569646853938,77.8533,0
500,-5.2574516640237814,30.2609,0
600,-9.4891397626513374,78.3343,0
700,-6.71585481717399,46.059,0
800,-6.3787981851346638,38.3276,0
900,-6.01647296537441,36.5383,0
1000,-3.6166852858885887,12.0237,0
1100,-5.2022431302222518,27.2654,0
1200,-5.2859637558342332,26.6388,0
1300,-6.9142293413524216,44.5557,0
1400,-7.1974427960292333,48.4819,0
1500,-3.6116900854766039,13.3044,0
1600,-6.5603223621145457,38.1219,0
1700,-5.2977931720086486,30.2767,0
1800,-5.9549060220432057,34.5191,0
1900,-7.0913037406535402,50.6367,0
2000,-6.1239205170710251,37.5081,0
2100,-7.2964432060519142,54.4813,0
2200,-5.7849798933707346,33.8816,0
2300,-5.1327312067512052,28.3537,0
2400,-7.0425990340354154,50.721,0
2500,-6.5633220732106157,49.4425,0
2600,-6.4324735220157336,46.8855,0
2700,-7.7748422718109023,63.8743,0
2800,-7.6792664954657086,62.251,0
2900,-6.4370518086589756,45.4326,0
3000,-8.343921807608222,70.6234,0
3100,-7.7130467153320534,66.5399,0
3200,-7.1459635016476035,55.8126,0
3300,-7.2890904094144391,53.3927,0
3400,-5.1916917396580349,30.0751,0
3500,-7.4389170126413049,55.9513,0
3600,-6.7141427937283176,43.9305,0
3700,-6.4753722292141234,44.0841,0
3800,-6.2246640910021664,44.5509,0
3900,-9.4496027200898638,82.4394,0
4000,-6.5219271307215658,42.8649,0
4100,-7.3491954047404988,55.4831,0
4200,-5.5817807352603941,32.4921,0
4300,-5.4175846668253884,34.5056,0
4400,-7.2368810325438231,52.3595,0
4500,-7.9939162381701978,64.4999,0
4600,-6.2698346191440706,42.6293,0
4700,-8.1770360599768903,70.9528,0
4800,-5.9363198823180845,39.8171,0
4900,-5.1199721188153866,25.5291,0
5000,-5.7404484277565064,36.8703,0
5100,-6.8585444656630088,51.0487,0
5200,-6.7821332806328334,47.9628,0
5300,-5.532102326151378,29.5598,0
5400,-7.1804991384562049,55.4884,0
5500,-8.6163990150280512,68.2165,0
5600,-7.2784306865823432,59.9528,0
5700,-7.6910213486890573,60.0857,0
5800,-8.1844100226560368,68.859,0
5900,-6.5813629333563028,42.9444,0
6000,-6.8858622465287498,47.9233,0
6100,-4.6623466436829224,20.9003,0
6200,-5.5292801789844201,31.4272,0
6300,-7.8472686997656069,65.8126,0
6400,-8.8469016044462094,70.4394,0
6500,-6.7223626876677471,50.217,0
6600,-6.6702502912966857,40.2939,0
