Timestep,Average Reward,C Loss,M Loss
10,-3.2191086541568468,29.9041,0
20,-17.164651651462727,298.978,0
30,-14.103152572585936,248.836,0
40,-35.101823297820353,1228.48,0
50,-16.701779893062344,272.266,0
60,-15.176650873866574,290.768,0
70,-39.181761551835194,1569.61,0
80,-18.590328331521611,352.892,0
90,-8.5302535827707278,70.5404,0
100,-10.00786989511646,104.269,5.14748
110,-17.127090816247865,302.005,5.14748
120,-27.699963915767533,778.406,5.14748
130,-37.588031285022922,1523.14,5.14748
140,-7.1703561210739037,68.9202,5.14748
150,-17.325990901542589,319.89,5.14748
160,-2.6899134624846361,9.28181,5.14748
170,-9.1834181173255836,83.9032,5.14748
180,-18.42023085745916,382.79,5.14748
190,-33.995100589726917,1240.78,5.14748
200,-8.4962320558508555,85.0987,4.14726
210,-17.78616981767945,349.64,4.14726
220,-2.8673006833314814,44.4245,4.14726
230,-23.152348250653951,526.124,4.14726
240,-23.010380140300501,541.277,4.14726
250,-30.850126419243839,945.342,4.14726
260,-22.863116908152996,553.027,4.14726
270,-9.6360804499056432,192.112,4.14726
280,-38.237384964055771,1478.99,4.14726
290,-24.434570083890687,611.457,4.14726
300,-38.11082518320552,1442.71,4.31683
310,-43.821379176874999,1933.17,4.31683
320,-30.296819886160723,927.97,4.31683
330,-24.427066304809991,679.497,4.31683
340,-45.678741289908025,2260.72,4.31683
350,-7.3674056922374715,64.165,4.31683
360,-16.420349869885939,261.467,4.31683
370,-10.812302276336496,171.365,4.31683
380,-33.015307482394164,1074.79,4.31683
390,-32.454291617639086,1054.35,4.31683
400,-29.559043146934403,898.244,2.63463
410,-11.9793442406861,144.031,2.63463
420,-9.6943780007403131,95.956,2.63463
430,-5.1236956919456116,26.3152,2.63463
440,-4.8962111327592988,22.5949,2.63463
450,-4.7262542561450651,22.1661,2.63463
460,-5.8879938350167986,36.4253,2.63463
470,-10.294743380943675,112.175,2.63463
480,-17.875205339837514,314.083,2.63463
490,-14.605771829558568,235.487,2.63463
500,-28.332551187477662,803.996,4.82659
510,-33.16221700273438,1101.59,4.82659
520,-39.331746568689297,1637.2,4.82659
530,-9.5919830579416416,91.7515,4.82659
540,-4.644748111064092,22.5638,4.82659
550,-6.6130989434266798,44.8965,4.82659
560,-4.4186498678973782,32.3043,4.82659
570,-13.811258782174628,198.815,4.82659
580,-8.561651296423701,197.33,4.82659
590,-41.713136488826549,1741.05,4.82659
600,-36.096919280137925,1320.38,4.68771
610,-26.455656383905897,818.735,4.68771
620,-53.567526106237906,3155.47,4.68771
630,-5.2667125322034192,84.659,4.68771
640,-30.091969409947627,915.827,4.68771
650,-33.993892929922922,1209.5,4.68771
660,-10.463430993894864,117.006,4.68771
670,-5.7512323374408556,145.86,4.68771
680,-37.157768755754191,1380.98,4.68771
690,-31.021719831526532,1052.26,4.68771
700,-6.1206577463267156,160.875,5.59097
710,-36.273889606988526,1428.23,5.59097
720,-7.5657741864461059,160.924,5.59097
730,-34.136098759241499,1246.82,5.59097
740,-6.8345443064279223,47.1604,5.59097
750,-4.9043640958728583,24.503,5.59097
760,-6.2057730331118197,39.2922,5.59097
770,-5.9869975886553135,121.489,5.59097
780,-31.211212266145726,1008.93,5.59097
790,-12.141427160825213,156.029,5.59097
800,-3.8026002734101878,14.6557,4.83057
810,-8.5271818693109971,179.997,4.83057
820,-37.738725220062406,1451.69,4.83057
830,-21.578029457417568,465.475,4.83057
840,-16.74241442942537,288.81,4.83057
