Timestep,Average Reward,C Loss,M Loss
10,-90.184583669421642,8435.44,0
20,-42.537534914414941,1871.85,0
30,-79.73857802723559,6785.39,0
40,-147.27534777302662,22124.5,0
50,-195.18263499517656,39635.3,0
60,-79.646169223616994,6278.39,0
70,-111.41259309902088,13090.3,0
80,-183.85066532035921,35026.9,0
90,-75.545289549201371,5704.6,0
100,-93.043935554483966,8696.67,0
110,-102.18350439616067,11036.3,0
120,-34.975013541237175,1476.63,0
130,-84.200979660927217,7085.59,0
140,-107.45142437612074,11645.3,0
150,-135.5397363772947,18603.9,0
160,-81.945243817935051,6749.81,0
170,-74.006179754268175,6176.41,0
180,-153.54029152047923,23571.1,0
190,-159.90141885455648,26060.3,0
200,-77.707333105950781,6531.98,0
210,-17.916806906491306,693.94,0
220,-74.508547154345848,5522.33,0
230,-76.641789689447378,6157.65,0
240,-118.27322520717276,14734.9,0
250,-37.140519238946048,1423.4,0
260,-64.020895736930086,4383.64,0
270,-105.81229943805492,12144.9,0
280,-11.471684069125088,132.187,0
290,-14.945713495968954,874.039,0
300,-83.289744644772824,7307.23,0
310,-41.808759868225025,3830.25,0
320,-170.91278543973698,29777.9,0
330,-100.15482120669604,9975.18,0
340,-99.553678157704752,9949.88,0
350,-84.041140827665359,7095.64,0
360,-114.38928487882069,13776.0,0
370,-175.38217454669058,33573.9,0
380,-27.533128566997839,2050.85,0
390,-137.82438894671546,19368.5,0
400,-178.78168449535741,34639.1,0
410,-22.620247219337852,532.741,0
420,-12.844626402005677,290.138,0
430,-53.610017379207207,3388.94,0
440,-122.36196014375984,14943.4,0
450,-119.67969301469664,14728.2,0
460,-77.493917010688321,11064.9,0
470,-285.72746656301189,82036.1,0
480,-204.93790158930068,45978.8,0
490,-27.146678671739515,2004.65,0
500,-139.15628841916634,19686.8,0
510,-178.72671886819256,33395.4,0
520,-79.696570780331811,8369.64,0
530,-205.65571938214777,43064.0,0
540,-111.39052546621744,12982.7,0
550,-51.896433051992403,3871.78,0
560,-145.77701065893871,21981.2,0
570,-72.620109765970824,6359.82,0
580,-176.05875090244206,31244.8,0
590,-212.70158239190633,46305.6,0
600,-114.23900353043288,13053.0,0
610,-96.696366270071664,9449.7,0
620,-122.88922192213349,15080.6,0
630,-100.723853267039,10127.6,0
640,-88.62559118862626,7865.61,0
650,-81.68174096231651,7022.75,0
660,-144.4107276617093,21199.5,0
670,-188.87645945986225,37007.5,0
680,-85.39457695762141,7623.8,0
690,-139.95750418558535,19558.2,0
700,-129.26576245143457,16762.0,0
710,-151.30057481094065,22895.9,0
720,-165.14927475153974,27290.3,0
730,-166.4784965217215,29321.9,0
740,-47.532174142584047,2279.03,0
750,-62.391210695514715,3955.57,0
760,-82.409028848100434,6796.45,0
770,-68.892257246679591,5250.29,0
780,-11.640355116515954,1027.27,0
790,-101.91147458201669,10394.1,0
800,-120.34627788179179,14548.3,0
810,-157.74036751566572,25943.9,0
820,-231.02942565105113,58229.1,0
830,-25.325652451618264,704.603,0
840,-50.334877540537903,2562.01,0
850,-78.903024612217493,8014.65,0
860,-194.62023469403235,39106.1,0
870,-96.507361885252323,9900.76,0
880,-163.15396883790291,26967.5,0
890,-115.91405008881929,14098.2,0
900,-192.18256452159966,36887.8,0
910,-195.10523116727813,38073.7,0
920,-193.78084137910747,39238.2,0
930,-75.238160847376648,5919.35,0
940,-116.01816444372244,13897.9,0
950,-54.794292829004277,3095.25,0
960,-89.004217278836876,8122.51,0
970,-134.35629236845958,18251.4,0
980,-164.35661383762402,29188.1,0
990,-32.536914307150873,1697.38,0
1000,-113.94583097743933,13405.4,0
1010,-158.08995930405098,27215.9,0
1020,-18.055454071713136,338.251,0
1030,-31.241724420619192,1053.48,0
1040,-65.968441173896267,4782.39,0
1050,-125.67719215788138,15789.9,0
1060,-106.2019049530976,12407.7,0
1070,-29.877497691958393,6122.27,0
1080,-239.62284117318691,57621.3,0
1090,-178.45136903836138,34718.0,0
1100,-23.572170554121225,890.235,0
1110,-79.09101048477585,6265.27,0
1120,-96.872189587611103,9383.48,0
1130,-87.058250682070721,7747.2,0
1140,-58.110799386802363,4748.81,0
1150,-159.42278813906933,25735.3,0
