Timestep,Average Reward,C Loss,M Loss
10,-0.042795820513273616,0.0593949,0
20,-0.096829104209704558,0.0863332,0
30,-0.18279221773798035,0.0594913,0
40,-0.077156981469458694,0.0464457,0
50,-0.10932651549415387,0.0840654,0
60,-0.094050608940134561,0.029006,0
70,-0.16558541568457072,0.070324,0
80,-0.052120969931306729,0.0463218,0
90,-0.021140269397671625,0.125906,0
100,-0.1492589141272252,0.0677817,0.0246404
110,-0.077588199027774515,0.0535557,0.0246404
120,-0.16439976795312636,0.0919925,0.0246404
130,-0.039786486103932935,0.0113644,0.0246404
140,-0.15930157235550566,0.116438,0.0246404
150,-0.070207195910884465,0.01862,0.0246404
160,-0.11931185863163778,0.0588399,0.0246404
170,-0.069369741635713966,0.0237691,0.0246404
180,-0.098443376353411716,0.0832617,0.0246404
190,-0.058858876269115588,0.0251106,0.0246404
200,-0.100855985946539,0.0290974,0.0143295
210,-0.14575122910955729,0.036845,0.0143295
220,-0.20058655465445119,0.0527112,0.0143295
230,-0.10236391536273673,0.34334,0.0143295
240,-0.044260270773693232,0.141244,0.0143295
250,-0.090179106384220636,0.0343399,0.0143295
260,-0.1643440825234323,0.237709,0.0143295
270,-0.087522954174130613,0.0269215,0.0143295
280,-0.061362870518540155,0.0438841,0.0143295
290,-0.049422406627034211,0.0432011,0.0143295
300,-0.10763915297203637,0.0485289,0.0255367
310,-0.037662191869374508,0.0243621,0.0255367
320,-0.1482271249527882,0.0537593,0.0255367
330,-0.050602970547857583,0.0245999,0.0255367
340,-0.1021373379652641,0.0406583,0.0255367
350,-0.078269521871322315,0.0209404,0.0255367
360,-0.081698219508616443,0.0204255,0.0255367
370,-0.13671042441684222,0.0249926,0.0255367
380,-0.18805593156267861,0.0746116,0.0255367
390,-0.031665670684709345,0.00695963,0.0255367
400,-0.087854906745931743,0.0247151,0.0203703
410,-0.14330136970252685,0.0305988,0.0203703
420,-0.15327319125752775,0.0491153,0.0203703
430,-0.072753390929855347,0.0198685,0.0203703
440,-0.18078365647326239,0.0418851,0.0203703
450,-0.13048678016483953,0.0452063,0.0203703
460,-0.094664165739131806,0.0226808,0.0203703
470,-0.0991220868923742,0.0426128,0.0203703
480,-0.053969365933515236,0.00900987,0.0203703
490,-0.057920461577740487,0.234354,0.0203703
500,-0.08931604284244235,0.0196332,0.0229273
510,-0.082622679031535001,0.0633081,0.0229273
520,-0.073689951419225116,0.0145317,0.0229273
530,-0.14062344891768588,0.0236747,0.0229273
540,-0.1250471660578571,0.124088,0.0229273
550,-0.07541082813159708,0.034071,0.0229273
560,-0.028172035135470064,0.0237218,0.0229273
570,-0.076040944112183165,0.0162213,0.0229273
580,-0.18604556122191762,0.259216,0.0229273
590,-0.057888023390803178,0.0550558,0.0229273
600,-0.11037828184553122,0.043325,0.0151056
610,-0.046199915232273826,0.008276,0.0151056
620,-0.02487934069746461,0.0151084,0.0151056
630,-0.088025513748663714,0.0172067,0.0151056
640,-0.15000435538174833,0.0328178,0.0151056
650,-0.19038095914786707,0.0502181,0.0151056
660,-0.088838600247744509,0.199418,0.0151056
670,-0.10178355527277909,0.027607,0.0151056
680,-0.13873307259822026,0.0320656,0.0151056
690,-0.083900034837975229,0.010705,0.0151056
700,-0.11311880063603348,0.0200408,0.0195774
710,-0.040047683807693885,0.0094178,0.0195774
720,-0.054776354955981467,0.0322031,0.0195774
730,-0.065042077258121639,0.0157303,0.0195774
740,-0.13358471123476107,0.0159127,0.0195774
750,-0.090972247153285793,0.02965,0.0195774
760,-0.086407212919726181,0.0149004,0.0195774
770,-0.065543614905070685,0.00708494,0.0195774
780,-0.083312907982116866,0.0165875,0.0195774
790,-0.083167042906047012,0.0112117,0.0195774
800,-0.1119613617347303,0.053079,0.0124192
810,-0.13374523084907772,0.0888814,0.0124192
820,-0.12330375523262441,0.0183892,0.0124192
830,-0.14781202775341165,0.0334324,0.0124192
840,-0.11150194858050413,0.0196099,0.0124192
850,-0.16908876912654147,0.0379886,0.0124192
860,-0.053531156023915435,0.00424143,0.0124192
870,-0.047411043663457463,0.175461,0.0124192
880,-0.14670988188895451,0.0274213,0.0124192
890,-0.13360478541764567,0.020613,0.0124192
900,-0.12282695225157887,0.0288574,0.0196977
910,-0.081335880531106478,0.0178649,0.0196977
920,-0.15464763207367102,0.0913436,0.0196977
930,-0.07010942143990169,0.0334508,0.0196977
940,-0.1496576963214592,0.207845,0.0196977
950,-0.15217290339388417,0.0200277,0.0196977
960,-0.097854782609463745,0.0117412,0.0196977
970,-0.092328123275598459,0.0130761,0.0196977
980,-0.078544726299656739,0.0178258,0.0196977
990,-0.029440325692514712,0.0103654,0.0196977
1000,-0.037531949573278357,0.041824,0.0136825
1010,-0.14608423519641053,0.0353178,0.0136825
1020,-0.10819374909417237,0.016774,0.0136825
1030,-0.13440329893726516,0.0177735,0.0136825
1040,-0.096355072324949859,0.0283934,0.0136825
1050,-0.037746925659334782,0.0187483,0.0136825
1060,-0.15885472643748855,0.0320454,0.0136825
1070,-0.13007625131020764,0.0355599,0.0136825
1080,-0.028515836219076607,0.00745602,0.0136825
1090,-0.018394281632780399,0.0878499,0.0136825
1100,-0.034004241729318353,0.00598697,0.0182733
1110,-0.029421650731527204,0.00367106,0.0182733
1120,-0.093418880683088373,0.0167562,0.0182733
1130,-0.14339217913378322,0.0245966,0.0182733
1140,-0.066634899574795431,0.0566313,0.0182733
1150,-0.14685323126844066,0.0220392,0.0182733
1160,-0.043113641122450995,0.0316847,0.0182733
1170,-0.069359956265174355,0.0125937,0.0182733
1180,-0.10956564252025947,0.0558051,0.0182733
1190,-0.11056123867946113,0.0128152,0.0182733
1200,-0.11493573713047193,0.0118169,0.0184801
1210,-0.11761759023637508,0.0157603,0.0184801
1220,-0.12415675233254242,0.0181599,0.0184801
1230,-0.12554988523113972,0.0147077,0.0184801
1240,-0.077122625441680664,0.0107638,0.0184801
1250,-0.034068739957281262,0.00545766,0.0184801
1260,-0.083917771899580731,0.0146482,0.0184801
1270,-0.053677200930276073,0.00908228,0.0184801
1280,-0.078116995635276923,0.00539413,0.0184801
1290,-0.063266486077448975,0.0057551,0.0184801
1300,-0.096923669061552226,0.0418836,0.015425
1310,-0.10934952532639838,0.0195041,0.015425
1320,-0.043951166422881785,0.0063053,0.015425
1330,-0.14861853989178939,0.0570267,0.015425
1340,-0.094232250425439923,0.00857385,0.015425
1350,-0.092052687218754176,0.0104864,0.015425
1360,-0.082850217179700342,0.00547079,0.015425
1370,-0.067745852104478338,0.00875772,0.015425
1380,-0.030174370666623075,0.0330019,0.015425
1390,-0.041011599375341379,0.00693578,0.015425
1400,-0.062821053482297079,0.00807696,0.0178134
1410,-0.069339608436076478,0.0134549,0.0178134
1420,-0.06944753069522934,0.014484,0.0178134
1430,-0.11942547831828679,0.0219022,0.0178134
1440,-0.1623692626722395,0.0289143,0.0178134
1450,-0.10014694361061036,0.0104284,0.0178134
1460,-0.078561907389619046,0.00769152,0.0178134
1470,-0.076414214852132095,0.0141888,0.0178134
1480,-0.13287753672754268,0.016182,0.0178134
1490,-0.092076117039398248,0.0131986,0.0178134
1500,-0.1833051625031222,0.043556,0.024392
1510,-0.054221949220249852,0.00661616,0.024392
1520,-0.081110046043392919,0.0125282,0.024392
1530,-0.054908481362318053,0.0169957,0.024392
1540,-0.094753214929885546,0.00964598,0.024392
1550,-0.11745232802554362,0.0121909,0.024392
1560,-0.13061243609485038,0.0183008,0.024392
1570,-0.069583190652105192,0.00929703,0.024392
1580,-0.05670550578124188,0.0170379,0.024392
1590,-0.018702032135796003,0.0219887,0.024392
1600,-0.10727509494831436,0.0139644,0.0201758
1610,-0.039701114694957559,0.00615301,0.0201758
1620,-0.10587835877265421,0.0155654,0.0201758
1630,-0.13364647607853805,0.0156875,0.0201758
1640,-0.10731571377240609,0.0104885,0.0201758
1650,-0.076071099232675493,0.00933307,0.0201758
1660,-0.13599638149861665,0.0183312,0.0201758
1670,-0.14728042895101195,0.0196282,0.0201758
1680,-0.10096909483287653,0.0214376,0.0201758
1690,-0.022667535539879314,0.00435527,0.0201758
1700,-0.10436775915898122,0.012944,0.0155644
1710,-0.013470338431991214,0.0118489,0.0155644
1720,-0.062554003571452563,0.00815406,0.0155644
1730,-0.0090620038005646136,0.00245383,0.0155644
1740,-0.019221951458635349,0.00283981,0.0155644
1750,-0.015178210282409454,0.00654044,0.0155644
1760,-0.065829676560803935,0.00427545,0.0155644
1770,-0.049286350787691793,0.00262189,0.0155644
1780,-0.030129369597077453,0.0112274,0.0155644
1790,-0.051413226724807436,0.00423285,0.0155644
1800,-0.023725876403942976,0.00716506,0.0239294
1810,-0.043562759703893714,0.0065962,0.0239294
1820,-0.059356452935383261,0.00391125,0.0239294
1830,-0.010435359305041291,0.00120442,0.0239294
1840,-0.064087498151463071,0.00567255,0.0239294
1850,-0.11022617403852548,0.012609,0.0239294
1860,-0.077077079400142939,0.00502867,0.0239294
1870,-0.071267845672783769,0.00446603,0.0239294
1880,-0.16568928637427086,0.0260817,0.0239294
1890,-0.13754964273400941,0.01481,0.0239294
1900,-0.045331102493980535,0.0028077,0.0214233
1910,-0.041367197469251007,0.00173421,0.0214233
1920,-0.092542315390587174,0.00949278,0.0214233
1930,-0.124101064725251,0.0139723,0.0214233
1940,-0.078315710845779013,0.0122266,0.0214233
1950,-0.10511713998043153,0.0102953,0.0214233
1960,-0.092938656402860934,0.006312,0.0214233
1970,-0.12440297043926456,0.018916,0.0214233
1980,-0.16842366587328689,0.0270035,0.0214233
1990,-0.13173121212504466,0.011425,0.0214233
2000,-0.074216503935169389,0.00488776,0.0254039
2010,-0.098878778260563377,0.00704688,0.0254039
2020,-0.022623335958661086,0.0030172,0.0254039
2030,-0.097681721982562114,0.0102429,0.0254039
2040,-0.041293948073774941,0.00311681,0.0254039
2050,-0.053512192014652536,0.00193186,0.0254039
2060,-0.093417513990202289,0.0181644,0.0254039
2070,-0.078577066427818185,0.00381283,0.0254039
2080,-0.086997887482195654,0.0064968,0.0254039
2090,-0.064096727263305439,0.0038325,0.0254039
2100,-0.11013827831611364,0.0102462,0.0180728
2110,-0.015354945685558221,0.00523756,0.0180728
2120,-0.057140356573587139,0.0103567,0.0180728
2130,-0.065479555871085282,0.00512036,0.0180728
2140,-0.071175304095712072,0.00537561,0.0180728
2150,-0.10121691516265538,0.0127145,0.0180728
2160,-0.10423741397505333,0.0101327,0.0180728
2170,-0.054112053509731049,0.0022263,0.0180728
2180,-0.11652855918908078,0.0261387,0.0180728
2190,-0.18689064832071495,0.0345201,0.0180728
2200,-0.046718262451190873,0.00145846,0.0205783
2210,-0.066556650736708162,0.00108592,0.0205783
2220,-0.20491152965296017,0.0525118,0.0205783
2230,-0.19518412518421374,0.0265103,0.0205783
2240,-0.10932877631059001,0.0145898,0.0205783
2250,-0.13263384183232763,0.0104778,0.0205783
2260,-0.13628199076540146,0.0206934,0.0205783
2270,-0.040345679859393101,0.00591134,0.0205783
2280,-0.12292097805020423,0.0115869,0.0205783
2290,-0.092024145583244538,0.0051531,0.0205783
2300,-0.082383132904022716,0.00745933,0.0250514
2310,-0.086297602632455644,0.00970904,0.0250514
2320,-0.064775649655730766,0.00830837,0.0250514
2330,-0.13597680833817022,0.0170246,0.0250514
2340,-0.068108608875827134,0.00257454,0.0250514
2350,-0.13726771151891756,0.0158585,0.0250514
2360,-0.14480328091272746,0.0143536,0.0250514
2370,-0.078267253160094336,0.006233,0.0250514
2380,-0.076994804241691805,0.00446069,0.0250514
2390,-0.068841337062419114,0.00416516,0.0250514
2400,-0.079620467925407307,0.00472332,0.0173779
2410,-0.08118050872863028,0.00823081,0.0173779
2420,-0.11641796393028533,0.00990916,0.0173779
2430,-0.13585485670694089,0.0139704,0.0173779
2440,-0.063766445311158798,0.00384154,0.0173779
2450,-0.052890071088654247,0.00376928,0.0173779
2460,-0.094430234137139121,0.00578512,0.0173779
2470,-0.09494630787915144,0.00549437,0.0173779
2480,-0.068193415120001863,0.00569204,0.0173779
2490,-0.038398462584257533,0.000460781,0.0173779
2500,-0.047907700179357242,0.00638256,0.0220811
2510,-0.14801336668395626,0.0186505,0.0220811
2520,-0.061603190552969575,0.00203904,0.0220811
2530,-0.17044817054005931,0.0272527,0.0220811
2540,-0.17850390336148919,0.0282731,0.0220811
2550,-0.1563680127807579,0.0209675,0.0220811
2560,-0.10225849980128196,0.00600083,0.0220811
2570,-0.088632467869787804,0.00619898,0.0220811
2580,-0.092637801754589716,0.00510117,0.0220811
2590,-0.17319838432734763,0.0293765,0.0220811
2600,-0.13197536158476281,0.0142162,0.0185531
2610,-0.096852011320531201,0.0113086,0.0185531
2620,-0.091396840983638608,0.00737717,0.0185531
2630,-0.13280683498009446,0.0162518,0.0185531
2640,-0.059835295456983947,0.00750516,0.0185531
2650,-0.096488232659075607,0.00568033,0.0185531
2660,-0.066507070220693271,0.00204896,0.0185531
2670,-0.020658431875671221,0.00397466,0.0185531
2680,-0.043567617105691542,0.00301815,0.0185531
2690,-0.027206308241100863,0.00040399,0.0185531
2700,-0.082354091590400025,0.00590468,0.0172194
2710,-0.053825672990763095,0.00208921,0.0172194
2720,-0.078005983723901468,0.0054274,0.0172194
2730,-0.037527938146296409,0.000266278,0.0172194
2740,-0.15355076821770536,0.0385224,0.0172194
2750,-0.049922787823886684,0.00621014,0.0172194
2760,-0.090417771990602219,0.00483324,0.0172194
2770,-0.10603331086031491,0.00567948,0.0172194
2780,-0.20532336400383083,0.0370223,0.0172194
2790,-0.13636248875755208,0.0141281,0.0172194
2800,-0.10217417352353833,0.005472,0.0259194
2810,-0.10737308875048297,0.00962191,0.0259194
2820,-0.056159896548722534,0.00557467,0.0259194
2830,-0.085224775752840903,0.00389114,0.0259194
2840,-0.10549236894109344,0.00731319,0.0259194
2850,-0.066085558069826467,0.00174346,0.0259194
2860,-0.044637246640177368,0.000690527,0.0259194
2870,-0.085792693125824535,0.00609295,0.0259194
2880,-0.042562941340440599,0.00357587,0.0259194
2890,-0.043087509952219535,0.000480676,0.0259194
2900,-0.026527803448481723,0.000370651,0.0211474
2910,-0.082816589674701957,0.00732921,0.0211474
2920,-0.20016281265314001,0.0304552,0.0211474
2930,-0.20108622924402364,0.0356811,0.0211474
2940,-0.053634481367831333,0.00231528,0.0211474
2950,-0.049098440088002897,0.000626093,0.0211474
2960,-0.07540954864424336,0.00509007,0.0211474
2970,-0.15341752330896008,0.0177395,0.0211474
2980,-0.11640664265074621,0.00892909,0.0211474
2990,-0.1231560570732388,0.01483,0.0211474
3000,-0.10672281688064469,0.00558416,0.0192649
3010,-0.092068415232193335,0.00607632,0.0192649
